alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
powerflo lift pump,\b(?:powerflo\s+lift\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,Fleece Perfomance PowerFlo Lift Pump and Fuel System Upgrade Kit 11-16 Ford 6.7L Powerstroke | Fleece Performance Fuel System Upgrade Kit With PowerFlo Lift Pump 03-04.5 Dodge 5.9L Cummins | Fleece Performance PowerFlo Lift Pump In-Tank 11-24 Ram 6.7L Cummins
raptor 4g 100,\b(?:raptor\s+4g\s+100)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,PureFlow R4SBC133 Raptor 4G 100 GPH Fuel Pump 01-10 6.6L GM Duramax | PureFlow R4SBC134 Raptor 4G 100 GPH Fuel Pump 11-14 6.6L GM Duramax LML | PureFlow R4SBC138 Raptor 4G 100 GPH Fuel Pump 15-16 6.6L GM Duramax LML
series flex plate,\b(?:series\s+flex\s+plate)\b,Automatic Transmission,Automatic Transmission,Flex Plates,Motor Vehicle Transmission & Drivetrain Parts,12,12,1.0,0.6988,1,1,XDP Billet Tow & Race Series Flex Plate 01-16 GM 6.6L Duramax | XDP Billet Tow & Race Series Flex Plate 03-07 Ford 6.0L Powerstroke | XDP Billet Tow & Race Series Flex Plate 07.5-18 Ram 6.7L Cummins 68RFE
series rear shocks,\b(?:series\s+rear\s+shocks)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,2,1,"ADS Mesa 2.5 Series Rear Shocks 01-19 GM 2500HD/3500 | ADS Mesa 2.5 Series Rear Shocks 05-22 Ford F-250 / F-350 With 0""-2"" Of Lift | ADS Mesa 2.5 Series Rear Shocks 10-13 Ram 2500/3500 With 0.0"" - 1.5"" Of Lift"
steering stabilizer shock,\b(?:steering\s+stabilizer\s+shock)\b,Suspension & Steering,Suspension & Steering,Steering Stabilizers,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,4,1,BDS NX2 Nitro Series Steering Stabilizer Shock W/O Mounting Bracket | BDS Suspension NX2 Steering Stabilizer Shock | Single 94-00 Dodge Ram 2500/3500 | BDS Suspension NX2 Steering Stabilizer Shock | Single | 01-02 Dodge Ram 2500/3500 4WD
black tip,\b(?:black\s+tip)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,12,12,1.0,0.6988,3,1,"AFE ATLAS 4"" Aluminized Exhaust w/ Black Tip 16-19 Nissan Titan XD 5.0L Cummins | AFE ATLAS 5"" Aluminized Exhaust w/ Black Tip 16-19 Nissan Titan XD 5.0L Cummins | AFE Large Bore HD 4"" Stainless Exhaust w/ Black Tip 16-19 Nissan Titan XD 5.0L Cummins"
compression wheels,\b(?:compression\s+wheels)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,12,12,1.0,0.6988,1,1,"ICON Compression Wheels 18"" Bronze | ICON Compression Wheels 18"" Satin Black | ICON Compression Wheels 18"" Titanium"
dual outlet,\b(?:dual\s+outlet)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,12,12,1.0,0.6988,3,1,"Diamond Eye 3"" DPF Back Aluminized Dual Outlet Exhaust 14-18 Ram 1500 EcoDiesel | Diamond Eye 3"" DPF Back Stainless Dual Outlet Exhaust 14-18 Ram 1500 EcoDiesel | Diamond Eye 4"" Aluminized DPF Back Dual Outlet Exhaust Kit 14-18 6.7L Cummins 2500"
dyna max,\b(?:dyna\s+max)\b,Manual Transmission,Manual Transmission,Single Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,12,12,1.0,0.6988,1,1,"South Bend 13"" Dyna Max Clutch Kit 88-04 Cummins 5 Speed Getrag / NV4500 | South Bend Clutch 12 1/4 Dyna Max Clutch Kit 88-04 Dodge 5.9L Cummins non-ETH | South Bend Clutch Dyna Max 13"" Organic / Feramic Clutch Kit 89-04 Dodge 5.9L Cummins 5-Speed"
forged polished,\b(?:forged\s+polished)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,12,12,1.0,0.6988,1,1,"DDC The Mesh Forged Polished 20""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC The Ten Forged Polished 20""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Wheels Forged Polished Mesh 20""x8.25"" Wheel Set 11-23 GM 3500 Dually"
full replacement,\b(?:full\s+replacement)\b,Suspension & Steering,Suspension & Steering,Leaf Springs,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,1,1,"Carli 1"" Rear Lift Full Replacement Heavy Duty Leaf Spring Pack 03-13 Dodge Ram 2500/3500 | Carli 2"" Rear Lift Full Replacement Progressive Leaf Spring Pack 19-25 Ram 3500 Cummins | Carli 4"" Rear Lift Full Replacement Progressive Leaf Spring Pack 03-09 Dodge Ram 5.9L / 6.7L Cummins"
grille guard,\b(?:grille\s+guard)\b,Bumpers,Bumpers,,Motor Vehicle Frame & Body Parts,12,12,1.0,0.6988,2,1,Ranch Hand Legend Grille Guard 01-14 Chevrolet 2500/3500HD | Ranch Hand Legend Grille Guard 15-19 Chevrolet 2500/3500HD | Ranch Hand Legend Grille Guard 15-19 GMC 2500/3500HD
harmonic balancer,\b(?:harmonic\s+balancer)\b,Engine Components,Engine Components,Harmonic Dampers,Motor Vehicle Engine Parts,12,12,1.0,0.6988,3,1,ATI Super Damper Harmonic Balancer 2006-10 GM Duramax 917369 | Cummins Replacement Harmonic Balancer 07.5-12 Dodge Ram 6.7L Cummins | Cummins Replacement Harmonic Balancer 13-18 Ram 6.7L Cummins
intercooler charge,\b(?:intercooler\s+charge)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercooler Pipes / Hoses,Motor Vehicle Engine Parts,12,12,1.0,0.6988,2,1,PPE Hot & Cold Side Intercooler Charge Air Pipe Kit 17-19 GM 6.6L Duramax L5P | PPE Hot & Cold Side Intercooler Charge Air Pipe Kit 19-25 Ram 6.7L Cummins | PPE Hot & Cold Side Intercooler Charge Air Pipe Kit 20-25 GM 6.6L Duramax L5P
rolled angle,\b(?:rolled\s+angle)\b,Exhaust,Exhaust,Tips,Motor Vehicle Exhaust,12,12,1.0,0.6988,3,1,"AFE 49T40501-B12 Black Stainless Steel Rolled Angle Cut 4"" x 5"" x 12"" Exhaust Tip | AFE Black Stainless Steel Rolled Angle Cut 4"" x 5"" x 15"" Exhaust Tip | AFE Black Stainless Steel Rolled Angle Cut 5"" x 6"" x 12"" Exhaust Tip"
series allison,\b(?:series\s+allison)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,12,12,1.0,0.6988,1,1,Merchant Automotive 10740 MAximum Work Series Allison 1000 Transmission 01-02 6.6L GM Duramax LB7 | Merchant Automotive 10741 MAximum Work Series Allison 1000 Transmission 03-04 6.6L GM Duramax LB7 | Merchant Automotive 10742 MAximum Work Series Allison 1000 Transmission 04.5-05 6.6L GM Duramax LLY
single alternator,\b(?:single\s+alternator)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,Dayco 6PK2990 Serpentine Belt | Single Alternator | 02-05 GM 2500HD/3500 6.6L Duramax LB7/LLY | Dayco 6PK3010 Serpentine Belt | Single Alternator | 02-05 & 11-14 GM 2500HD/3500 6.6L Duramax | Dayco 6PK3018 Serpentine Belt | Single Alternator | 2015 GMC Sierra 2500HD/3500 6.6L Duramax LML
sport led,\b(?:sport\s+led)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,12,12,1.0,0.6988,1,1,Baja Designs 447603 A-Pillar Mount Kit with Squadron Sport LED Lights 15-19 Canyon / Colorado | Baja Designs S2 Sport LED Light | Baja Designs S2 Sport LED Light Kit / Pair Pack
stock reman,\b(?:stock\s+reman)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,3,1,Dynomite Diesel Individual Stock Reman Injector 01-04 GM 6.6L LB7 Duramax | Dynomite Diesel Individual Stock Reman Injector 04.5-05 GM 6.6L LLY Duramax | Dynomite Diesel Individual Stock Reman Injector 06-07 GM 6.6L LLY/LBZ Duramax
turbo cartridge,\b(?:turbo\s+cartridge)\b,Turbos & Accessories,Turbos & Accessories,Cartridges,Motor Vehicle Engine Parts,12,12,1.0,0.6988,2,1,KC Turbos Replacement High Pressure Turbo Cartridge 08-10 Ford 6.4L Powerstroke | KC Turbos Replacement Low Pressure Turbo Cartridge 08-10 Ford 6.4L Powerstroke | Rotomaster HX35W New Turbo Cartridge Assembly 94-98 Dodge 5.9L Cummins
caliper disc brake upgrade kit,\b(?:caliper\s+disc\s+brake\s+upgrade\s+kit)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Brake Service Kits,13,12,0.9231,0.6715,1,2,SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 05-12 Ford F-250/F-350 | SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 09-20 Dodge Ram 2500/3500 | SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 13-19 GM 2500HD/3500
boost tube upgrade kit,\b(?:boost\s+tube\s+upgrade\s+kit)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercooler Pipes / Hoses,Motor Vehicle Engine Parts,13,12,0.9231,0.6715,1,2,Banks 25959 Boost Tube Upgrade Kit 2011 6.6L GM Duramax LML | Banks 25964 Drivers Side Boost Tube Upgrade Kit (Natural Finish) 10-12 Dodge 6.7L Cummins | Banks 25990 Boost Tube Upgrade Kit 07.5-09 Dodge 6.7L Cummins
atlas 5 aluminized,\b(?:atlas\s+5\s+aluminized)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,13,12,0.9231,0.6715,1,2,"AFE ATLAS 5"" Aluminized DPF Back Exhaust 07.5-10 GM 6.6L Duramax LMM | AFE ATLAS 5"" Aluminized DPF Back Exhaust 07.5-12 Dodge 6.7L Cummins | AFE ATLAS 5"" Aluminized DPF Back Exhaust 11-14 Ford 6.7L Powerstroke"
transmission temp gauge,\b(?:transmission\s+temp\s+gauge)\b,Gauges,Gauges,Transmission Temperature Gauges,Motor Vehicle Sensors & Gauges,13,12,0.9231,0.6715,2,2,"Auto Meter ""Factory Match"" 100-250 Degrees Transmission Temp Gauge 3rd Gen Ram | Auto Meter ""Factory Match"" 100-250 Degrees Transmission Temp Gauge 4th Gen Ram | Auto Meter ""Factory Match"" 100-250 Degrees Transmission Temp Gauge 99-07 Ford Powerstroke"
turbocharger mounting gasket,\b(?:turbocharger\s+mounting\s+gasket)\b,Turbos & Accessories,Turbos & Accessories,Installation Kits,Motor Vehicle Engine Parts,13,12,0.9231,0.6715,2,2,Cometic Turbocharger Mounting Gasket Set 08-10 Ford 6.4L Powerstroke | MAHLE G32463 Turbocharger Mounting Gasket 07.5-18 Ram 6.7L Cummins | MAHLE GS33566 Turbocharger Mounting Gasket Set 08-10 Ford 6.4L Powerstroke
adjustable fuel,\b(?:adjustable\s+fuel)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,13,12,0.9231,0.6715,2,2,Dynomite Diesel Adjustable Fuel Plate 94-98 Dodge 5.9L Cummins | FASS Adjustable Fuel Pressure Regulator | FASS Fuel Systems High Flow Adjustable Fuel Pressure Regulator
coilover conversion,\b(?:coilover\s+conversion)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,13,12,0.9231,0.6715,2,2,"BDS Suspension 2-3"" Coilover Conversion System 11-19 GM 2500HD / 3500 | BDS Suspension 2.5"" Coil-Over Conversion System 11-16 Ford 6.7L Powerstroke Superduty 4WD | BDS Suspension 3"" Radius Arm Lift Kit FOX 2.0 Coil-Over Conversion 14-18 and 2025 Ram 2500"
poly rib,\b(?:poly\s+rib)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,13,12,0.9231,0.6715,1,2,Dayco Poly Rib HD Inner Serpentine Belt 18-21 Ford 3.0L Powerstroke F-150 | Dayco Poly Rib HD Outer Serpentine Belt 18-21 Ford 3.0L Powerstroke F-150 | Dayco Poly Rib HD Serpentine Belt 03-07 Ford 6.0L Powerstroke With Dual Alternators
rocker arm,\b(?:rocker\s+arm)\b,Engine Components,Engine Components,Rocker Arms,Motor Vehicle Engine Parts,13,12,0.9231,0.6715,4,2,Fleece Performance Billet Rocker Arm Bridges 01-19 6.6L GM Duramax | Fleece Performance Billet Rocker Arm Bridges 98.5-18 Dodge 5.9L / 6.7L Cummins | Fleece Performance OEM Replacement Rocker Arm Assembly 98.5-18 Dodge Ram 5.9L /  6.7L Cummins
silicone radiator,\b(?:silicone\s+radiator)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Coolant Hoses,Motor Vehicle Engine Parts,13,12,0.9231,0.6715,4,2,AFE BladeRunner Silicone Radiator Hose Kit 03-09 Dodge 5.9L / 6.7L Cummins | HPS Silicone Radiator Coolant Hose Kit 03-07 Ford 6.0L Powerstroke | HPS Silicone Radiator Coolant Hose Kit 03-09 Dodge/Ram 5.9L/6.7L Cummins
stock fuel,\b(?:stock\s+fuel)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,13,12,0.9231,0.6715,3,2,Bosch 0445120187 Stock Fuel Injector 13-18 Ram 6.7L Cummins Cab & Chassis | Bosch 0986435518 Stock Fuel Injector 07.5-12 Dodge 6.7L Cummins Pickup | Bosch 0986435519 Stock Fuel Injector 07-10 Ram 6.7L Cummins Cab & Chassis
4 aluminized turbo back single,\b(?:4\s+aluminized\s+turbo\s+back\s+single)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,1,1,"Diamond Eye 4"" Aluminized Turbo Back Single 00-03 7.3L Ford Powerstoke E Series Van | Diamond Eye 4"" Aluminized Turbo Back Single 01-03 Ford 7.3L Powerstroke | Excursion | Diamond Eye 4"" Aluminized Turbo Back Single Exhaust 00-03 7.3L Ford F-550 Rollover Powerstroke"
4g 100 gph fuel pump,\b(?:4g\s+100\s+gph\s+fuel\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,11,11,1.0,0.6671,1,1,PureFlow R4SBC133 Raptor 4G 100 GPH Fuel Pump 01-10 6.6L GM Duramax | PureFlow R4SBC134 Raptor 4G 100 GPH Fuel Pump 11-14 6.6L GM Duramax LML | PureFlow R4SBC138 Raptor 4G 100 GPH Fuel Pump 15-16 6.6L GM Duramax LML
5 aluminized dpf back exhaust,\b(?:5\s+aluminized\s+dpf\s+back\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,2,1,"AFE ATLAS 5"" Aluminized DPF Back Exhaust 07.5-10 GM 6.6L Duramax LMM | AFE ATLAS 5"" Aluminized DPF Back Exhaust 07.5-12 Dodge 6.7L Cummins | AFE ATLAS 5"" Aluminized DPF Back Exhaust 11-14 Ford 6.7L Powerstroke"
armor lite 4 turbo back,\b(?:armor\s+lite\s+4\s+turbo\s+back)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,1,1,"MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 03-04 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 98.5-02 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 99-03 Ford 7.3L Powerstroke"
dfs780 fuel system boost activated,\b(?:dfs780\s+fuel\s+system\s+boost\s+activated)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,11,11,1.0,0.6671,1,1,AFE DFS780 Fuel System (Boost Activated) 01-10 6.6L GM Duramax | AFE DFS780 Fuel System (Boost Activated) 03-07 Ford 6.0L Powerstroke | AFE DFS780 Fuel System (Boost Activated) 05-10 5.9L|Dodge 6.7L Cummins
full replacement progressive leaf spring,\b(?:full\s+replacement\s+progressive\s+leaf\s+spring)\b,Suspension & Steering,Suspension & Steering,Leaf Springs,Motor Vehicle Suspension Parts,11,11,1.0,0.6671,1,1,"Carli 2"" Rear Lift Full Replacement Progressive Leaf Spring Pack 19-25 Ram 3500 Cummins | Carli 4"" Rear Lift Full Replacement Progressive Leaf Spring Pack 03-09 Dodge Ram 5.9L / 6.7L Cummins | Carli 4"" Rear Lift Full Replacement Progressive Leaf Spring Pack 10-13 Ram 6.7L Cummins"
raptor 4g 100 gph fuel,\b(?:raptor\s+4g\s+100\s+gph\s+fuel)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,11,11,1.0,0.6671,1,1,PureFlow R4SBC133 Raptor 4G 100 GPH Fuel Pump 01-10 6.6L GM Duramax | PureFlow R4SBC134 Raptor 4G 100 GPH Fuel Pump 11-14 6.6L GM Duramax LML | PureFlow R4SBC138 Raptor 4G 100 GPH Fuel Pump 15-16 6.6L GM Duramax LML
replacement progressive leaf spring pack,\b(?:replacement\s+progressive\s+leaf\s+spring\s+pack)\b,Suspension & Steering,Suspension & Steering,Leaf Springs,Motor Vehicle Suspension Parts,11,11,1.0,0.6671,1,1,"Carli 2"" Rear Lift Full Replacement Progressive Leaf Spring Pack 19-25 Ram 3500 Cummins | Carli 4"" Rear Lift Full Replacement Progressive Leaf Spring Pack 03-09 Dodge Ram 5.9L / 6.7L Cummins | Carli 4"" Rear Lift Full Replacement Progressive Leaf Spring Pack 10-13 Ram 6.7L Cummins"
series fuel lift pump 165gph,\b(?:series\s+fuel\s+lift\s+pump\s+165gph)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,11,11,1.0,0.6671,1,1,"FASS TS 165G Titanium Signature Series Fuel Lift Pump 165GPH Cummins, CAT, Detroit Diesel Trucks | FASS TS C08 165G Titanium Signature Series Fuel Lift Pump 165GPH 92-00 GM 6.5L Turbo Diesel | FASS TS C10 165G Titanium Signature Series Fuel Lift Pump 165GPH 01-10 6.6L GM Duramax"
stainless steel dpf back exhaust,\b(?:stainless\s+steel\s+dpf\s+back\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,3,1,"AFE Large Bore HD 4"" Stainless Steel DPF Back Exhaust Kit 18-20 Ford F-150 3.0L Powerstroke | AFE Large Bore HD 4"" Stainless Steel DPF Back Exhaust Kit 2021 Ford F-150 3.0L Powerstroke | AFE Vulcan Series 3"" 304 Stainless Steel DPF Back Exhaust 21-23 Jeep Gladiator JT 3.0L EcoDiesel"
talon slotted front brake rotors,\b(?:talon\s+slotted\s+front\s+brake\s+rotors)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Braking,11,11,1.0,0.6671,1,1,Hawk Performance Talon Slotted Front Brake Rotors 00-02 Ram 2500/3500 | Hawk Performance Talon Slotted Front Brake Rotors 03-04 Ford F-250/350 SRW | Hawk Performance Talon Slotted Front Brake Rotors 03-08 Ram 2500/3500
transmission rebuild kit with converter,\b(?:transmission\s+rebuild\s+kit\s+with\s+converter)\b,Automatic Transmission,Automatic Transmission,Rebuild Kits,Motor Vehicle Transmission & Drivetrain Parts,11,11,1.0,0.6671,1,1,SunCoast 4R100 Transmission Rebuild Kit With Converter 99-03 Ford 7.3L Powerstroke | SunCoast 5R110 Transmission Rebuild Kit With Converter 03-10 Ford 6.0L/6.4L Powerstroke | SunCoast 6R140 Transmission Rebuild Kit With Converter 11-19 Ford 6.7L Powerstroke
turbo back single outlet exhaust,\b(?:turbo\s+back\s+single\s+outlet\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,2,1,"Diamond Eye 4"" Aluminized HX40 Turbo Back Single Outlet Exhaust 98.5-02 Dodge 5.9L Cummins | Diamond Eye 4"" Aluminized Turbo Back Single Outlet Exhaust 00-03 7.3L Ford F-450 Powerstroke | Diamond Eye 4"" Aluminized Turbo Back Single Outlet Exhaust 00-03 7.3L Ford Powerstroke"
xtra cool directfit replacement radiator,\b(?:xtra\s+cool\s+directfit\s+replacement\s+radiator)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Radiators,Motor Vehicle Engine Parts,11,11,1.0,0.6671,1,1,XDP X-Tra Cool Direct-Fit Replacement Radiator 01-05 6.6L GM Duramax | XDP X-Tra Cool Direct-Fit Replacement Radiator 03-07 6.0L Ford Powerstroke | XDP X-Tra Cool Direct-Fit Replacement Radiator 03-09 Dodge 5.9L / 6.7L Cummins
2 5 remote reservoir,\b(?:2\s+5\s+remote\s+reservoir)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,11,11,1.0,0.6671,2,1,"ADS Direct Fit Front 2.5"" Remote Reservoir Shock Set (Pair) 03-12 Ram 2500 / 3500 4WD | ADS Front 2.5"" Remote Reservoir Compression Adjuster Shock (Pair) 03-12 Ram 2500 / 3500 4WD | ICON 2.5"" Remote Reservoir Coilover Shock Kit 15-21 GM Colorado/Canyon"
armor lite 5 turbo,\b(?:armor\s+lite\s+5\s+turbo)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,1,1,"MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust 03-07 Ford 6.0L Powerstroke | MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust System with Muffler 03-04 Dodge 5.9L Cummins | MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust System with Muffler 98.5-02 Dodge 5.9L Cummins"
bd iron horn series,\b(?:bd\s+iron\s+horn\s+series)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,11,11,1.0,0.6671,1,1,BD  Iron Horn Series S361SXE/76 .91AR Turbo Kit 03-07 Ram 5.9L Cummins | BD Iron Horn Series S363SXE/76 .91AR Turbo Kit 03-07 Ram 5.9L Cummins | BD Iron Horn Series S363SXE/80 .91AR Turbo Kit 03-07 Ram 5.9L Cummins
bottom end gasket kit,\b(?:bottom\s+end\s+gasket\s+kit)\b,Engine Components,Engine Components,Gaskets,Motor Vehicle Engine Parts,11,11,1.0,0.6671,1,1,Cometic Bottom End Gasket Kit 03-07 Ford 6.0L Powerstroke | Cometic Bottom End Gasket Kit 07.5-10 GM 6.6L Duramax LMM Silverado 2500HD/3500 | Cometic Bottom End Gasket Kit 08-10 Ford 6.4L Powerstroke
coil spring lift kit,\b(?:coil\s+spring\s+lift\s+kit)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,11,11,1.0,0.6671,1,1,"ReadyLIFT 1.5"" Coil Spring Lift Kit w/ Falcon Shocks 19-24 Ram 2500 4WD | ReadyLIFT 3"" Coil Spring Lift Kit 19-25 RAM 3500 Dually HD | ReadyLIFT 4"" Coil Spring Lift Kit With Falcon Shocks 17-22 Ford 6.7L Powerstroke"
dpf back aluminized exhaust,\b(?:dpf\s+back\s+aluminized\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,2,1,"Diamond Eye 5"" DPF Back Aluminized Exhaust 07.5-12 Dodge 6.7L Cummins K5252A | MBRP 4"" Armor Lite DPF Back Aluminized Exhaust Kit with Downpipe 11-14 Ford 6.7L Powerwstroke | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust Kit without Muffler 07.5-12 Dodge 6.7L Cummins"
dpf back single outlet,\b(?:dpf\s+back\s+single\s+outlet)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,11,11,1.0,0.6671,3,1,"Diamond Eye 4"" Aluminized DPF Back Single Outlet Exhaust Kit 14-18 6.7L Cummins 2500 | Diamond Eye 4"" Stainless DPF Back Single Outlet Exhaust Kit 14-18 6.7L Cummins 2500 | Diamond Eye 5"" DPF Back Single Outlet Aluminized Exhaust System 13-18 Ram 3500 Cummins / 2013 Ram 25"
juice with attitude cts3,\b(?:juice\s+with\s+attitude\s+cts3)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,11,11,1.0,0.6671,1,1,Edge Competition Juice with Attitude CTS3 01-02 Dodge 5.9L Cummins | Edge Competition Juice with Attitude CTS3 98.5-00 Dodge 5.9L Cummins | Edge Juice with Attitude CTS3 01-04 GM 6.6L Duramax LB7
pass side crew cab,\b(?:pass\s+side\s+crew\s+cab)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,11,11,1.0,0.6671,1,1,Fairchild Front Outer Belt Weatherstrip Kit | Drv & Pass Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip | Pass Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Rear Door Weatherstrip Seal Kit | Drv & Pass Side | Crew Cab | 07.5-13 GM 2500HD/3500
scorcher hd power module,\b(?:scorcher\s+hd\s+power\s+module)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,11,11,1.0,0.6671,1,1,AFE Scorcher HD Power Module 01-04 GM 6.6L Duramax LB7 | AFE Scorcher HD Power Module 03-04 Ram 5.9L Cummins | AFE Scorcher HD Power Module 04.5-07 Ford 6.0L Powerstroke
stage 4 transmission package,\b(?:stage\s+4\s+transmission\s+package)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,11,11,1.0,0.6671,1,1,ATS Stage 4 Transmission Package 01-04 6.6L GM Duramax LB7 | ATS Stage 4 Transmission Package 03-04 Dodge 5.9L Cummins | ATS Stage 4 Transmission Package 04.5-05 6.6L GM Duramax LLY
