alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
side crew cab,\b(?:side\s+crew\s+cab)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,13,13,1.0,0.7275,1,1,Fairchild Front Outer Belt Weatherstrip Kit | Drv & Pass Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip | Drv Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip | Pass Side | Crew Cab | 99-16 Ford F-250/F-350
speedometer calibrator module,\b(?:speedometer\s+calibrator\s+module)\b,Wheel & Tire,Wheel & Tire,Speedometer Calibrator,Motor Vehicle Sensors & Gauges,13,13,1.0,0.7275,1,1,Hypertech 730125 In-Line Speedometer Calibrator Module 17-21 Ford 6.7L Powerstroke | Hypertech 730127 In-Line Speedometer Calibrator Module 17-19 6.6L GM Duramax L5P | Hypertech 730129 In-Line Speedometer Calibrator Module 20-23 GM 6.6L Duramax L5P
allison category,\b(?:allison\s+category)\b,Automatic Transmission,Automatic Transmission,Rebuild Kits,Motor Vehicle Transmission & Drivetrain Parts,13,13,1.0,0.7275,1,1,SunCoast Allison Category 1 Transmission Rebuild Kit With Converter 01-05 GM 6.6L Duramax LB7/LLY | SunCoast Allison Category 1 Transmission Rebuild Kit With Converter 06-10 GM 6.6L Duramax LBZ/LMM | SunCoast Allison Category 1 Transmission Rebuild Kit Without Converter 11-16 GM 6.6L Duramax LML
belt idler,\b(?:belt\s+idler)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,13,13,1.0,0.7275,1,1,Dayco Belt Idler/Tensioner Pulley | Dual Alternators | 05-07 Ford 6.0L & 11-19 Ford 6.7L Powerstroke | Dayco Drive Belt Idler Pulley 01-16 GM 2500HD/3500 6.6L Duramax | Dayco Drive Belt Idler Pulley 03-20 Ram 2500/3500 5.9L/6.7L Cummins
dual alternators,\b(?:dual\s+alternators)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,13,13,1.0,0.7275,1,1,Dayco 6PK1670 Serpentine Belt | Dual Alternators | 03-10 Ford 6.0L Powerstroke | Dayco 6PK3455 Main Drive Belt | Dual Alternators | 03-05 & 10-12 & 03-07 GM 6.6L Duramax | Dayco 6PK3480 Serpentine Belt | Dual Alternators | 02-04 & 06-07 GM 2500HD/3500 6.6L Duramax
outer belt,\b(?:outer\s+belt)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,13,13,1.0,0.7275,1,1,Fairchild Front Outer Belt Weatherstrip Kit | Drv & Pass Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 87-97 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 88-00 GM 2500HD/3500
radiance plus,\b(?:radiance\s+plus)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,13,13,1.0,0.7275,1,1,Rigid Industries Radiance Plus 10 Inch RGBW Light Bar | Rigid Industries Radiance Plus 20 Inch RGBW Light Bar | Rigid Industries Radiance Plus 30 Inch RGBW Light Bar
water tank,\b(?:water\s+tank)\b,Water Tanks,Water Tanks,,Motor Vehicle Parts,13,13,1.0,0.7275,1,1,S&B 16 Gallon Passenger Side Undercarriage Fresh Water Tank 07-23 Mercedes Sprinter 2.0L/3.0L Diesel | S&B 20 Gallon Wheel Well Water Tank 07-23 Mercedes Sprinter 2500/3500 / 15-19 Ford Transit 2.0L | S&B 22 Gallon Driver Side Undercarriage Fresh Water Tank 07-23 Mercedes Sprinter 2.0L / 3.0L Diesel
165 gph air fuel separation,\b(?:165\s+gph\s+air\s+fuel\s+separation)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,Airdog II-5G 165 GPH Air Fuel Separation Lift Pump 98.5-04.5 Dodge 5.9L Cummins W/In-Tank Pump | Airdog II-5G 165 GPH Air Fuel Separation Lift Pump System 01-10 GM Duramax | Airdog II-5G 165 GPH Air Fuel Separation Lift Pump System 03-07 6.0L Ford Powerstroke
aluminized exhaust system with muffler,\b(?:aluminized\s+exhaust\s+system\s+with\s+muffler)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,12,12,1.0,0.6988,1,1,"MBRP 4"" Armor Lite Turbo-Back Aluminized Exhaust System With Muffler 94-97 Ford 7.3L Powerstroke | MBRP Armor Lite 4"" Cat Back Aluminized Exhaust System with Muffler 01-05 GM 6.6L Duramax | MBRP Armor Lite 4"" Cat Back Aluminized Exhaust System with Muffler 03-07 Ford 6.0L Powerstroke"
backcountry 2 0 suspension system,\b(?:backcountry\s+2\s+0\s+suspension\s+system)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,1,1,"Carli 3"" Backcountry 2.0 Suspension System 03-09 Dodge Ram 5.9L / 6.7L Cummins | Carli 3"" Backcountry 2.0 Suspension System 10-13 Ram 2500 / 10-12 Ram 3500 6.7L Cummins | Carli 4.5"" Backcountry 2.0 Suspension System 05-07 Ford 6.0L Powerstroke"
bd epas electronic emergency engine,\b(?:bd\s+epas\s+electronic\s+emergency\s+engine)\b,Emergency Engine Shutdown,Emergency Engine Shutdown,,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,BD E-PAS Electronic Emergency Engine Shutdown 07.5-09 Dodge 6.7L Cummins | BD E-PAS Electronic Emergency Engine Shutdown 07.5-10 6.6L LMM GM Duramax | BD E-PAS Electronic Emergency Engine Shutdown 08-10 6.4L Ford Powerstroke
designed for use with 2,\b(?:designed\s+for\s+use\s+with\s+2)\b,Hitches,Hitches,,Motor Vehicle Towing,12,12,1.0,0.6988,1,1,"Weigh Safe 180 Drop Hitch | Designed for use with 2"" Receiver Hitch | Weigh Safe 180 Drop Hitch | Designed for use with 2.5"" Receiver Hitch | Weigh Safe Black Cerakote 180 Drop Hitch | Designed for use with 2"" Receiver Hitch"
dfs780 fuel system full time,\b(?:dfs780\s+fuel\s+system\s+full\s+time)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,AFE DFS780 Fuel System (Full Time Operation) 01-10 6.6L GM Duramax | AFE DFS780 Fuel System (Full Time Operation) 03-04.5 Dodge 5.9L  Cummins | AFE DFS780 Fuel System (Full Time Operation) 03-07 Ford 6.0L Powerstroke
epas electronic emergency engine shutdown,\b(?:epas\s+electronic\s+emergency\s+engine\s+shutdown)\b,Emergency Engine Shutdown,Emergency Engine Shutdown,,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,BD E-PAS Electronic Emergency Engine Shutdown 07.5-09 Dodge 6.7L Cummins | BD E-PAS Electronic Emergency Engine Shutdown 07.5-10 6.6L LMM GM Duramax | BD E-PAS Electronic Emergency Engine Shutdown 08-10 6.4L Ford Powerstroke
ev3 build your own gauge,\b(?:ev3\s+build\s+your\s+own\s+gauge)\b,Gauges,Gauges,Gauge Packages,Motor Vehicle Sensors & Gauges,12,12,1.0,0.6988,1,1,ISSPRO EV3 Build Your Own Gauge Kit 01-07 GM 6.6L Duramax | ISSPRO EV3 Build Your Own Gauge Kit 03-09 Ram 5.9L/6.7L Cummins | ISSPRO EV3 Build Your Own Gauge Kit 07.5-10 GM 6.6L Duramax LMM
ii5g 165 gph air fuel,\b(?:ii5g\s+165\s+gph\s+air\s+fuel)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,Airdog II-5G 165 GPH Air Fuel Separation Lift Pump 98.5-04.5 Dodge 5.9L Cummins W/In-Tank Pump | Airdog II-5G 165 GPH Air Fuel Separation Lift Pump System 01-10 GM Duramax | Airdog II-5G 165 GPH Air Fuel Separation Lift Pump System 03-07 6.0L Ford Powerstroke
king pintop 2 5 suspension,\b(?:king\s+pintop\s+2\s+5\s+suspension)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,1,1,"Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 05-07 Ford 6.0L Powerstroke | Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 08-10 Ford 6.4L Powerstroke | Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 11-16 Ford 6.7L Powerstroke"
mls cylinder head gasket set,\b(?:mls\s+cylinder\s+head\s+gasket\s+set)\b,Engine Components,Engine Components,Gaskets,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,Power Stroke Products MLS Cylinder Head Gasket Set 01-04 GM 6.6L Duramax LB7 | Power Stroke Products MLS Cylinder Head Gasket Set 03-07 Dodge 5.9L Cummins | Power Stroke Products MLS Cylinder Head Gasket Set 03-07 Ford 6.0L Powerstroke
new no core injector set,\b(?:new\s+no\s+core\s+injector\s+set)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,Dynomite Diesel 10-20HP Economy Series New No Core Injector Set 01-04 6.6L GM Duramax LB7 | Dynomite Diesel 10-20HP Economy Series New No Core Injector Set 03-04 Dodge 5.9L Cummins | Dynomite Diesel 10-20HP Economy Series New No Core Injector Set 06-07 6.6L GM Duramax LLY / LBZ
ph powerhalt air shutoff valve,\b(?:ph\s+powerhalt\s+air\s+shutoff\s+valve)\b,Emergency Engine Shutdown,Emergency Engine Shutdown,,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,PacBrake PH+ PowerHalt Air Shut-Off Valve 07.5-09 Ram 2500/3500 | 07.5-10 Ram Cab & Chassis Cummins | PacBrake PH+ PowerHalt Air Shut-Off Valve 07.5-10 GM LMM | 11-12 GM Cab & Chassis | PacBrake PH+ PowerHalt Air Shut-Off Valve 08-10 Ford 6.4L Pickup And Cab & Chassis
plus fuel pump sump kit,\b(?:plus\s+fuel\s+pump\s+sump\s+kit)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,FASS No Drop Titanium Series Plus Fuel Pump & Sump Kit 05-18 Dodge/Ram 5.9L/6.7L Cummins | FASS No Drop Titanium Series Plus Fuel Pump & Sump Kit 08-10 Ford 6.4L Powerstroke | FASS No Drop Titanium Series Plus Fuel Pump & Sump Kit 11-16 Ford 6.7L Powerstroke
seal drv or pass side,\b(?:seal\s+drv\s+or\s+pass\s+side)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,12,12,1.0,0.6988,1,1,Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
series ifp rear gas shock,\b(?:series\s+ifp\s+rear\s+gas\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,1,1,"(BACKORDER TEST) FOX 2.0 Performance Series IFP Rear Gas Shock 2"" Lift 14-22 Dodge Ram 2500 | FOX 2.0 Adventure Series IFP Rear Gas Shock 0"" Lift 03-12 Ram 2500/3500 | 3-5"" Lift 13-24 3500 | 3-4"" Lift 01-25 GM 2500HD/3500 | FOX 2.0 Adventure Series IFP Rear Gas Shock 0"" Lift 94-02 Dodge Ram 2500/3500"
series plus fuel pump sump,\b(?:series\s+plus\s+fuel\s+pump\s+sump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,FASS No Drop Titanium Series Plus Fuel Pump & Sump Kit 05-18 Dodge/Ram 5.9L/6.7L Cummins | FASS No Drop Titanium Series Plus Fuel Pump & Sump Kit 08-10 Ford 6.4L Powerstroke | FASS No Drop Titanium Series Plus Fuel Pump & Sump Kit 11-16 Ford 6.7L Powerstroke
smooth body ifp hto front,\b(?:smooth\s+body\s+ifp\s+hto\s+front)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,1,1,"FOX 2.5 Performance Smooth Body IFP HTO Front & Rear 2-4"" Lift Shock Package 20-23 Jeep Gladiator JT | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-6"" Lift 20-24 GM 6.6L Duramax | FOX 2.5 Performance Smooth Body IFP HTO Front & Rear Shock Package 0-8"" Lift 17-24 Ford 6.7L Powerstroke"
weatherstrip seal drv or pass,\b(?:weatherstrip\s+seal\s+drv\s+or\s+pass)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,12,12,1.0,0.6988,1,1,Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
409 stainless steel dpfback,\b(?:409\s+stainless\s+steel\s+dpfback)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,12,12,1.0,0.6988,1,1,"AFE Large Bore-HD 4"" 409 Stainless Steel DPF-Back Dual Exhaust 2016 GM 6.6L Duramax LML | AFE Large Bore-HD 4"" 409 Stainless Steel DPF-Back Exhaust 07.5-12 Ram 6.7L Cummins | AFE Large Bore-HD 4"" 409 Stainless Steel DPF-Back Exhaust System 11-16 GM 6.6L Duramax LML"
brake rotor and pad,\b(?:brake\s+rotor\s+and\s+pad)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,12,12,1.0,0.6988,1,1,EBC Stage 3 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 3 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD
built apillar light mounts,\b(?:built\s+apillar\s+light\s+mounts)\b,Lighting,Lighting,Auxiliary Light Mounts,Motor Vehicle Lighting,12,12,1.0,0.6988,1,1,SDHQ Built A-Pillar Light Mounts 03-09 Ram 2500 / 3500 | SDHQ Built A-Pillar Light Mounts 07-18 Mercedes Sprinter Van | SDHQ Built A-Pillar Light Mounts 07.5-14 GM 2500HD / 3500
dual wall angle cut,\b(?:dual\s+wall\s+angle\s+cut)\b,Exhaust,Exhaust,Tips,Motor Vehicle Exhaust,12,12,1.0,0.6988,1,1,"MBRP 3"" Inlet | 4"" Outlet Dual Wall Angle Cut Black Exhaust Tip T5156BLK | MBRP 3"" Inlet | 4"" Outlet Dual Wall Angle Cut Exhaust Tip T5156 | MBRP 3"" Inlet | 4"" Outlet Dual Wall Angle Cut Rolled Edge Black Exhaust Tip T5155BLK"
horsepower injector nozzle set,\b(?:horsepower\s+injector\s+nozzle\s+set)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 03-04 Dodge 5.9L Cummins | Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 04.5-07 Dodge 5.9L Cummins | Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 08-10 6.4L Ford Powerstroke
lift kit with falcon,\b(?:lift\s+kit\s+with\s+falcon)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,1,1,"ReadyLIFT 4"" Coil Spring Lift Kit With Falcon Shocks 17-22 Ford 6.7L Powerstroke | ReadyLIFT 4"" Coil Spring Lift Kit With Falcon Shocks 2023 Ford F-250/F-350 6.7L Powerstroke 4WD | ReadyLIFT 4"" Coil Spring Lift Kit with Falcon Shocks and Radius Arms | 17-22 Ford 6.7L Powerstroke"
magnum force stage 2,\b(?:magnum\s+force\s+stage\s+2)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,AFE Magnum FORCE Stage 2 Cold Air Intake System 17-19 Ford 6.7L Powerstroke | AFE Magnum FORCE Stage 2 Intake System 14-18 Jeep Grand Cherokee 3.0L EcoDiesel | AFE Magnum FORCE Stage 2 Intake System Cover 13-18 Ram 6.7L Cummins
package with fox shocks,\b(?:package\s+with\s+fox\s+shocks)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,12,12,1.0,0.6988,1,1,"Cognito 10"" Performance Lift Package with Fox Shocks 11-19 GM 6.6L Duramax | Cognito 12"" Performance Lift Package with Fox Shocks 11-19 GM 6.6L Duramax | Cognito 4"" Performance Lift Package with Fox Shocks 11-19 GM 6.6L Duramax"
slotted front brake rotors,\b(?:slotted\s+front\s+brake\s+rotors)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Braking,12,12,1.0,0.6988,1,1,Hawk Performance Talon Cross Drilled & Slotted Front Brake Rotors 03-08 Ram 2500/3500 4WD | Hawk Performance Talon Slotted Front Brake Rotors 00-02 Ram 2500/3500 | Hawk Performance Talon Slotted Front Brake Rotors 03-04 Ford F-250/350 SRW
slotted rear brake rotors,\b(?:slotted\s+rear\s+brake\s+rotors)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Braking,12,12,1.0,0.6988,1,1,Hawk Performance Talon Cross Drilled & Slotted Rear Brake Rotors 01-10 GM 2500HD/3500HD 2WD/4WD | Hawk Performance Talon Cross Drilled & Slotted Rear Brake Rotors 03-08 Ram 2500/3500 4WD | Hawk Performance Talon Slotted Rear Brake Rotors 01-02 Ram 2500/3500
top end gasket kit,\b(?:top\s+end\s+gasket\s+kit)\b,Engine Components,Engine Components,Gaskets,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,Cometic StreetPro Top End Gasket Kit 01-04 GM 6.6L Duramax LB7 | Cometic StreetPro Top End Gasket Kit 03-07 Dodge Ram 5.9L Cummins | Cometic StreetPro Top End Gasket Kit 03-07 Ford 6.0L Powerstroke
upper radiator coolant hose,\b(?:upper\s+radiator\s+coolant\s+hose)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Coolant Hoses,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,Fairchild Flexible Upper Radiator Coolant Hose Non-Intercooled 89-93 Dodge 5.9L Cummins | Fairchild Upper Radiator Coolant Hose 01-05 GM 6.6L Duramax LB7/LLY | Fairchild Upper Radiator Coolant Hose 03-07 Ford 6.0L Powerstroke
window channel weatherstrip seal,\b(?:window\s+channel\s+weatherstrip\s+seal)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,12,12,1.0,0.6988,1,1,"Fairchild Belt & Window Channel Weatherstrip Seal Kit | Drv & Pass Side | 88-00 GM 2500HD/3500 | Fairchild Belt, Door, & Window Channel Weatherstrip Seal Kit 88-00 GM 2500HD/3500 | Fairchild Belt, Vent Window, & Door Window Channel Weatherstrip Seal Kit 92-96 Ford F-250/F-350"
5 inlet x,\b(?:5\s+inlet\s+x)\b,Exhaust,Exhaust,Tips,Motor Vehicle Exhaust,12,12,1.0,0.6988,1,1,"MBRP T5075 5"" Inlet x 6"" Outlet x 12"" Length Rolled Angle Cut Polished Stainless Exhaust Tip | MBRP T5085 5"" Inlet x 5"" Outlet Turn Down Polished Exhaust Tip | MBRP T5112 3.5"" Inlet x 4"" Outlet x 10"" Length Rolled Angle Cut Polished Stainless Exhaust Tip"
b8barbarian direct fit,\b(?:b8barbarian\s+direct\s+fit)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Brake Service Kits,12,12,1.0,0.6988,1,1,SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 05-12 Ford F-250/F-350 | SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 09-20 Dodge Ram 2500/3500 | SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 13-19 GM 2500HD/3500
back stainless exhaust,\b(?:back\s+stainless\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,12,12,1.0,0.6988,1,1,"MBRP Armor Plus 4"" DPF Back Stainless Exhaust System without Muffler 07.5-10 GM 6.6L Duramax LMM | MBRP Armor Plus 4"" DPF Back Stainless Exhaust System without Muffler 08-10 Ford 6.4L Powerstroke | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust Kit 00-03 Ford 7.3L Powerstroke Excursion"
dimpled and slotted,\b(?:dimpled\s+and\s+slotted)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,12,12,1.0,0.6988,1,1,EBC Stage 3 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 3 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD
drive belt idler,\b(?:drive\s+belt\s+idler)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,Dayco Drive Belt Idler Pulley 01-16 GM 2500HD/3500 6.6L Duramax | Dayco Drive Belt Idler Pulley 03-20 Ram 2500/3500 5.9L/6.7L Cummins | Dayco Drive Belt Idler Pulley 04-20 Ford SuperDuty Powerstroke
iron horn series,\b(?:iron\s+horn\s+series)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,12,12,1.0,0.6988,1,1,BD  Iron Horn Series S361SXE/76 .91AR Turbo Kit 03-07 Ram 5.9L Cummins | BD 1045171 Iron Horn Series S364SXE/76 .91AR Turbo Kit 03-07 Ram 5.9L Cummins | BD Iron Horn Series S363SXE/76 .91AR Turbo Kit 03-07 Ram 5.9L Cummins
mp8 pro module,\b(?:mp8\s+pro\s+module)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,12,12,1.0,0.6988,1,1,TS Performance 1110201P MP-8 Pro Module 01-04 6.6L GM Duramax LB7 | TS Performance 1110202P MP-8 Pro Module 04.5-07 6.6L GM Duramax LLY / LBZ | TS Performance 1110204P MP-8 Pro Module 07.5-10 6.6L GM Duramax LMM
outer belt weatherstrip,\b(?:outer\s+belt\s+weatherstrip)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,12,12,1.0,0.6988,1,1,Fairchild Front Outer Belt Weatherstrip Kit | Drv & Pass Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 87-97 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 88-00 GM 2500HD/3500
powerflo lift pump,\b(?:powerflo\s+lift\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,Fleece Perfomance PowerFlo Lift Pump and Fuel System Upgrade Kit 11-16 Ford 6.7L Powerstroke | Fleece Performance Fuel System Upgrade Kit With PowerFlo Lift Pump 03-04.5 Dodge 5.9L Cummins | Fleece Performance PowerFlo Lift Pump In-Tank 11-24 Ram 6.7L Cummins
raptor 4g 100,\b(?:raptor\s+4g\s+100)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,12,12,1.0,0.6988,1,1,PureFlow R4SBC133 Raptor 4G 100 GPH Fuel Pump 01-10 6.6L GM Duramax | PureFlow R4SBC134 Raptor 4G 100 GPH Fuel Pump 11-14 6.6L GM Duramax LML | PureFlow R4SBC138 Raptor 4G 100 GPH Fuel Pump 15-16 6.6L GM Duramax LML
series flex plate,\b(?:series\s+flex\s+plate)\b,Automatic Transmission,Automatic Transmission,Flex Plates,Motor Vehicle Transmission & Drivetrain Parts,12,12,1.0,0.6988,1,1,XDP Billet Tow & Race Series Flex Plate 01-16 GM 6.6L Duramax | XDP Billet Tow & Race Series Flex Plate 03-07 Ford 6.0L Powerstroke | XDP Billet Tow & Race Series Flex Plate 07.5-18 Ram 6.7L Cummins 68RFE
compression wheels,\b(?:compression\s+wheels)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,12,12,1.0,0.6988,1,1,"ICON Compression Wheels 18"" Bronze | ICON Compression Wheels 18"" Satin Black | ICON Compression Wheels 18"" Titanium"
dyna max,\b(?:dyna\s+max)\b,Manual Transmission,Manual Transmission,Single Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,12,12,1.0,0.6988,1,1,"South Bend 13"" Dyna Max Clutch Kit 88-04 Cummins 5 Speed Getrag / NV4500 | South Bend Clutch 12 1/4 Dyna Max Clutch Kit 88-04 Dodge 5.9L Cummins non-ETH | South Bend Clutch Dyna Max 13"" Organic / Feramic Clutch Kit 89-04 Dodge 5.9L Cummins 5-Speed"
forged polished,\b(?:forged\s+polished)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,12,12,1.0,0.6988,1,1,"DDC The Mesh Forged Polished 20""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC The Ten Forged Polished 20""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Wheels Forged Polished Mesh 20""x8.25"" Wheel Set 11-23 GM 3500 Dually"
